
MATLAB/BARON Interface Version: v1.82 [28-October-2016]
===========================================================================
 BARON version 17.8.9. Built: LNX-64 Wed Aug 9 15:54:55 EDT 2017 

 If you use this software, please cite:
 Tawarmalani, M. and N. V. Sahinidis, A polyhedral
 branch-and-cut approach to global optimization,
 Mathematical Programming, 103(2), 225-249, 2005.

 BARON is a product of The Optimization Firm, LLC. http://www.minlp.com/
 Parts of the BARON software were created at the
 University of Illinois at Urbana-Champaign.
===========================================================================
 Licensee: Jinsun Liu at University of Michigan, jinsunl@umich.edu.
 Unable to find/load CPLEX library libcplex.so: cannot open shared object file: No such file or directory
 Unable to find/load CPLEX library libcplex1270.so: cannot open shared object file: No such file or directory
 Changing option LPSol to 8 (CLP) and continuing.
 This BARON run may utilize the following subsolver(s)
 For LP/MIP: CLP/CBC                                         
 For NLP: IPOPT, FILTERSD, FILTERSQP
===========================================================================
 Doing local search
 Solving bounding LP
 Starting multi-start local search
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
         37+           24          3414.36     196.064         0.100000E+52
         37+           24          3439.48     196.064         0.100000E+52
         37+           24          3466.33     196.064         0.100000E+52
         38+           25          3492.41     196.064         0.100000E+52
         38+           25          3518.05     196.064         0.100000E+52
         38+           25          3547.85     196.064         0.100000E+52
         39+           26          3576.87     196.064         0.100000E+52
         39+           26          3598.81     196.064         0.100000E+52
         39+           26          3623.09     196.064         0.100000E+52
         39+           26          3652.44     196.064         0.100000E+52
         40+           27          3682.26     196.064         0.100000E+52
         40+           27          3711.94     196.064         0.100000E+52
         40+           27          3741.88     196.064         0.100000E+52
         41+           28          3771.36     196.064         0.100000E+52
         41+           28          3797.26     196.064         0.100000E+52
         41+           28          3822.54     196.064         0.100000E+52
         41+           28          3851.56     196.064         0.100000E+52
         42+           29          3879.16     196.064         0.100000E+52
         42+           29          3905.91     196.064         0.100000E+52
         42+           29          3931.78     196.064         0.100000E+52
         42+           29          3961.57     196.064         0.100000E+52
         43+           29          3989.07     196.064         0.100000E+52
         43+           29          4012.86     196.064         0.100000E+52
         43+           29          4042.06     196.064         0.100000E+52
         44+           30          4068.34     196.064         0.100000E+52
         44+           30          4094.84     196.064         0.100000E+52
         44+           30          4124.83     196.064         0.100000E+52
         45+           30          4153.38     196.064         0.100000E+52
         45+           30          4180.75     196.064         0.100000E+52
         45+           30          4209.25     196.064         0.100000E+52
         46+           31          4238.04     196.064         0.100000E+52
         46+           31          4266.00     196.064         0.100000E+52
         46+           31          4293.32     196.064         0.100000E+52
         46+           31          4320.62     196.064         0.100000E+52
         47+           31          4347.65     196.064         0.100000E+52
         47+           31          4374.35     196.064         0.100000E+52
         48+           32          4401.76     196.064         0.100000E+52
         48+           32          4428.25     196.064         0.100000E+52
         48+           32          4455.02     196.064         0.100000E+52
         48+           32          4483.11     196.064         0.100000E+52
         49+           32          4511.45     196.064         0.100000E+52
         49+           32          4538.54     196.064         0.100000E+52
         49+           32          4565.33     196.064         0.100000E+52
         50+           33          4593.94     196.065         0.100000E+52
         50+           33          4623.30     196.065         0.100000E+52
         50+           33          4652.75     196.065         0.100000E+52
         51+           34          4682.42     196.065         0.100000E+52
         51+           34          4712.03     196.065         0.100000E+52
         52+           35          4742.08     196.065         0.100000E+52
         52+           35          4772.21     196.065         0.100000E+52
         52+           35          4802.20     196.065         0.100000E+52
         53+           36          4832.06     196.065         0.100000E+52
         53+           36          4861.79     196.065         0.100000E+52
         53+           36          4891.48     196.065         0.100000E+52
         54+           37          4921.23     196.065         0.100000E+52
         54+           37          4951.11     196.065         0.100000E+52
         54+           37          4980.99     196.065         0.100000E+52
         55+           37          5010.94     196.065         0.100000E+52
         55+           37          5040.89     196.065         0.100000E+52
         56+           38          5070.92     196.065         0.100000E+52
         56+           38          5100.96     196.065         0.100000E+52
         56+           38          5130.95     196.065         0.100000E+52
         57+           38          5160.93     196.065         0.100000E+52
         57+           38          5190.84     196.065         0.100000E+52
         57+           38          5220.82     196.065         0.100000E+52
         58+           39          5251.03     196.069         0.100000E+52
         58+           39          5281.26     196.069         0.100000E+52
         59+           39          5311.45     196.069         0.100000E+52
         60+           40          5343.26     196.069         0.100000E+52
         60+           40          5373.52     196.069         0.100000E+52
         60+           40          5403.80     196.069         0.100000E+52
         61+           41          5434.06     196.069         0.100000E+52
         61+           41          5464.29     196.069         0.100000E+52
         62+           42          5494.48     196.069         0.100000E+52
         62+           42          5524.78     196.069         0.100000E+52
         63+           42          5555.07     196.069         0.100000E+52
         63+           42          5585.32     196.069         0.100000E+52
         64+           43          5615.54     196.069         0.100000E+52
         64+           43          5645.78     196.069         0.100000E+52
         65+           44          5675.99     196.069         0.100000E+52
         66            45          5706.28     196.069         0.100000E+52
         66+           45          5736.49     196.069         0.100000E+52
         66+           45          5766.72     196.069         0.100000E+52
         67+           46          5796.96     196.069         0.100000E+52
         67+           46          5827.21     196.069         0.100000E+52
         68+           47          5857.44     196.069         0.100000E+52
         68+           47          5887.74     196.069         0.100000E+52
         69+           48          5918.04     196.069         0.100000E+52
         69+           48          5948.36     196.069         0.100000E+52
         70+           49          5978.68     196.069         0.100000E+52
         70+           49          6008.98     196.069         0.100000E+52
         71+           49          6039.31     196.069         0.100000E+52
         72+           50          6070.18     196.069         0.100000E+52
         72+           50          6100.54     196.069         0.100000E+52
         72+           50          6130.79     196.069         0.100000E+52
         73+           50          6161.05     196.069         0.100000E+52
         73+           50          6191.39     196.069         0.100000E+52
         74+           51          6221.67     196.069         0.100000E+52
         74+           51          6251.95     196.069         0.100000E+52
         75+           51          6282.26     196.069         0.100000E+52
         76+           52          6312.80     196.074         0.100000E+52
         76+           52          6343.12     196.074         0.100000E+52
         77+           52          6373.34     196.074         0.100000E+52
         77+           52          6403.56     196.074         0.100000E+52
         78+           53          6433.96     196.091         0.100000E+52
         78+           53          6463.97     196.091         0.100000E+52
         79+           54          6494.01     196.091         0.100000E+52
         79+           54          6523.81     196.091         0.100000E+52
         79+           54          6553.78     196.091         0.100000E+52
         80+           55          6583.72     196.091         0.100000E+52
         80+           55          6613.62     196.091         0.100000E+52
         81+           56          6643.62     196.091         0.100000E+52
         81+           56          6673.42     196.091         0.100000E+52
         81+           56          6703.38     196.091         0.100000E+52
         82+           56          6733.35     196.091         0.100000E+52
         82+           56          6763.23     196.091         0.100000E+52
         83+           56          6793.12     196.091         0.100000E+52
         83+           56          6822.97     196.091         0.100000E+52
         84+           57          6852.97     196.091         0.100000E+52
         84+           57          6882.60     196.091         0.100000E+52
         85+           57          6912.50     196.091         0.100000E+52
         85+           57          6942.33     196.091         0.100000E+52
         85+           57          6972.17     196.091         0.100000E+52
         86+           58          7002.03     196.091         0.100000E+52
         86+           58          7031.96     196.091         0.100000E+52
         87+           59          7061.87     196.091         0.100000E+52
         87+           59          7091.80     196.091         0.100000E+52
         88+           60          7121.98     196.091         0.100000E+52
         88+           60          7152.34     196.091         0.100000E+52
         89+           60          7182.66     196.091         0.100000E+52
         89            60          7200.01     196.091          208.860    

                    *** Max. allowable time exceeded ***      

                   *** No feasible solution was found ***

 Wall clock time:                  8335.14
 Total CPU time used:              7200.01

 Total no. of BaR iterations:      89
 Best solution found at node:      -3
 Max. no. of nodes in memory:      60
 
 All done
===========================================================================
